Initial packet size,Initial TTL,Window size,DF flag,port,Max Segment Size,Window Scalling Value,sackOK,Target
1153,90,128,38917,1,49218,0,0,0,windows
1154,90,128,37381,1,49218,0,0,0,windows
1155,90,128,36101,1,49218,0,0,0,windows
1156,491,128,65281,1,49215,0,0,0,windows
1157,90,128,34565,1,49218,0,0,0,windows
1158,90,128,33285,1,49218,0,0,0,windows
1159,90,128,31749,1,49218,0,0,0,windows
1160,90,128,30213,1,49218,0,0,0,windows
1161,90,128,28933,1,49218,0,0,0,windows
1162,90,128,27397,1,49218,0,0,0,windows
1163,90,128,26117,1,49218,0,0,0,windows
1164,90,128,24581,1,49218,0,0,0,windows
1165,90,128,23301,1,49218,0,0,0,windows
1166,90,128,21765,1,49218,0,0,0,windows
1167,90,128,20485,1,49218,0,0,0,windows
1168,90,128,18949,1,49218,0,0,0,windows
1169,90,128,17669,1,49218,0,0,0,windows
1170,90,128,16133,1,49218,0,0,0,windows
1171,90,128,14853,1,49218,0,0,0,windows
1172,90,128,13317,1,49218,0,0,0,windows
1173,90,128,12037,1,49218,0,0,0,windows
1174,82,128,40964,1,49218,0,0,0,windows
1175,82,128,39428,1,49218,0,0,0,windows
1176,82,128,38148,1,49218,0,0,0,windows
1177,82,128,36612,1,49218,0,0,0,windows
1178,82,128,35332,1,49218,0,0,0,windows
1179,82,128,33796,1,49218,0,0,0,windows
1180,82,128,32516,1,49218,0,0,0,windows
1181,82,128,30980,1,49218,0,0,0,windows
1182,82,128,29700,1,49218,0,0,0,windows
1183,82,128,28164,1,49218,0,0,0,windows
1184,73,249,2816,0,49215,0,0,0,windows
1185,82,128,26884,1,49218,0,0,0,windows
1186,82,128,25348,1,49218,0,0,0,windows
1187,82,128,24068,1,49218,0,0,0,windows
1188,82,128,22532,1,49218,0,0,0,windows
1189,82,128,21252,1,49218,0,0,0,windows
1190,82,128,19716,1,49218,0,0,0,windows
1191,82,128,18436,1,49218,0,0,0,windows
1192,82,128,16900,1,49218,0,0,0,windows
1193,82,128,15620,1,49218,0,0,0,windows
1194,82,128,14084,1,49218,0,0,0,windows
1195,82,128,12804,1,49218,0,0,0,windows
1196,82,128,11268,1,49218,0,0,0,windows
1197,82,128,9988,1,49218,0,0,0,windows
1198,74,128,2820,1,49218,0,0,0,windows
1199,74,128,1284,1,49218,0,0,0,windows
1200,74,128,4,1,49218,0,0,0,windows
1201,74,128,64003,1,49218,0,0,0,windows
1202,74,128,62723,1,49218,0,0,0,windows
1203,74,128,61187,1,49218,0,0,0,windows
1204,74,128,59907,1,49218,0,0,0,windows
1205,74,128,58371,1,49218,0,0,0,windows
1206,74,128,57091,1,49218,0,0,0,windows
1207,74,128,55555,1,49218,0,0,0,windows
1208,74,128,54275,1,49218,0,0,0,windows
1209,74,128,52739,1,49218,0,0,0,windows
1210,74,128,51459,1,49218,0,0,0,windows
1211,74,128,49923,1,49218,0,0,0,windows
1212,74,128,12804,1,49218,0,0,0,windows
1213,74,128,18436,1,49218,0,0,0,windows
1214,74,128,16900,1,49218,0,0,0,windows
1215,74,128,15620,1,49218,0,0,0,windows
1216,74,128,14084,1,49218,0,0,0,windows
1217,74,128,11268,1,49218,0,0,0,windows
1218,74,128,9988,1,49218,0,0,0,windows
1219,74,128,8452,1,49218,0,0,0,windows
1220,66,128,8452,1,49218,0,0,0,windows
1221,66,128,6916,1,49218,0,0,0,windows
1222,66,128,5636,1,49218,0,0,0,windows
1223,66,128,4100,1,49218,0,0,0,windows
1224,66,128,2820,1,49218,0,0,0,windows
1225,66,128,1284,1,49218,0,0,0,windows
1226,66,128,4,1,49218,0,0,0,windows
1227,66,128,64003,1,49218,0,0,0,windows
1228,66,128,62723,1,49218,0,0,0,windows
1229,66,128,61187,1,49218,0,0,0,windows
1230,66,128,59907,1,49218,0,0,0,windows
1231,66,128,58371,1,49218,0,0,0,windows
1232,66,128,57091,1,49218,0,0,0,windows
1233,66,128,55555,1,49218,0,0,0,windows
1234,66,128,54275,1,49218,0,0,0,windows
1235,66,128,52739,1,49218,0,0,0,windows
1236,66,128,51459,1,49218,0,0,0,windows
1237,66,128,23301,1,49218,0,0,0,windows
1238,66,128,21765,1,49218,0,0,0,windows
1239,66,128,20485,1,49218,0,0,0,windows
1240,66,128,18949,1,49218,0,0,0,windows
1241,66,128,17669,1,49218,0,0,0,windows
1242,66,128,16133,1,49218,0,0,0,windows
1243,66,128,14853,1,49218,0,0,0,windows
1244,66,128,43013,1,49218,0,0,0,windows
1245,1464,128,64001,1,49221,0,0,0,windows
1246,271,128,64001,1,49221,0,0,0,windows
1247,374,128,50181,1,49218,0,0,0,windows
1248,375,128,52484,1,49206,0,0,0,windows
1249,374,128,65281,1,49205,0,0,0,windows
1250,374,128,65025,1,49219,0,0,0,windows
1251,66,128,32,1,49241,1460,8,1,windows
1252,66,128,32,1,49242,1460,8,1,windows
1253,66,55,42496,1,49221,0,0,0,windows
1254,54,55,40960,1,49221,0,0,0,windows
1255,66,56,15525,1,49242,1410,8,1,windows
1256,54,128,2,1,49242,0,0,0,windows
1257,265,128,2,1,49242,0,0,0,windows
1258,54,128,31749,1,49218,0,0,0,windows
1259,54,128,30213,1,49218,0,0,0,windows
1260,247,54,42496,1,49218,0,0,0,windows
1261,565,54,42496,1,49218,0,0,0,windows
1262,842,55,42496,1,49206,0,0,0,windows
1263,330,250,42496,1,49205,0,0,0,windows
1264,54,128,18437,1,49218,0,0,0,windows
1265,1256,55,42496,1,49219,0,0,0,windows
1266,54,128,64257,1,49219,0,0,0,windows
1267,678,55,42496,1,49221,0,0,0,windows
1268,66,54,15525,1,49241,1410,8,1,windows
1269,54,128,2,1,49241,0,0,0,windows
1270,54,56,42240,1,49242,0,0,0,windows
1271,1464,56,42496,1,49242,0,0,0,windows
1272,265,128,2,1,49241,0,0,0,windows
1273,383,56,42496,1,49242,0,0,0,windows
1274,54,128,65025,1,49242,0,0,0,windows
1275,180,128,65025,1,49242,0,0,0,windows
1276,54,54,42240,1,49241,0,0,0,windows
1277,1464,54,42496,1,49241,0,0,0,windows
1278,384,54,42496,1,49241,0,0,0,windows
1279,54,128,65025,1,49241,0,0,0,windows
1280,105,56,42496,1,49242,0,0,0,windows
1281,378,128,65025,1,49242,0,0,0,windows
1282,180,128,65025,1,49241,0,0,0,windows
1283,105,54,42496,1,49241,0,0,0,windows
1284,373,128,65025,1,49241,0,0,0,windows
1285,1386,56,42496,1,49242,0,0,0,windows
1286,1403,56,42496,1,49242,0,0,0,windows
1287,54,128,64001,1,49242,0,0,0,windows
1288,54,128,62721,1,49242,0,0,0,windows
1289,54,128,61185,1,49242,0,0,0,windows
1290,54,128,64001,1,49241,0,0,0,windows
1291,54,128,62721,1,49241,0,0,0,windows
1292,54,128,61185,1,49241,0,0,0,windows
1293,54,128,59905,1,49242,0,0,0,windows
1294,54,128,58369,1,49242,0,0,0,windows
1295,54,128,57089,1,49242,0,0,0,windows
1296,54,128,55553,1,49242,0,0,0,windows
1297,54,128,54273,1,49242,0,0,0,windows
1298,54,128,52737,1,49242,0,0,0,windows
1299,54,128,51457,1,49242,0,0,0,windows
1300,54,128,49921,1,49242,0,0,0,windows
1301,54,128,48641,1,49242,0,0,0,windows
1302,54,128,47105,1,49242,0,0,0,windows
1303,54,128,45825,1,49242,0,0,0,windows
1304,54,128,44289,1,49242,0,0,0,windows
1305,54,128,43009,1,49242,0,0,0,windows
1306,54,128,41473,1,49242,0,0,0,windows
1307,54,128,40193,1,49242,0,0,0,windows
1308,54,128,38657,1,49242,0,0,0,windows
1309,54,128,37377,1,49242,0,0,0,windows
1310,54,128,35841,1,49242,0,0,0,windows
1311,54,128,34561,1,49242,0,0,0,windows
1312,54,128,33025,1,49242,0,0,0,windows
1313,54,128,31745,1,49242,0,0,0,windows
1314,54,128,30209,1,49242,0,0,0,windows
1315,54,128,28929,1,49242,0,0,0,windows
1316,1326,56,42496,1,49242,0,0,0,windows
1317,54,128,27649,1,49242,0,0,0,windows
1318,54,128,59905,1,49241,0,0,0,windows
1319,54,128,58369,1,49241,0,0,0,windows
1320,54,128,57089,1,49241,0,0,0,windows
1321,54,128,55553,1,49241,0,0,0,windows
1322,54,128,54273,1,49241,0,0,0,windows
1323,54,128,52737,1,49241,0,0,0,windows
1324,54,128,51457,1,49241,0,0,0,windows
1325,54,128,49921,1,49241,0,0,0,windows
1326,54,128,48641,1,49241,0,0,0,windows
1327,54,128,47105,1,49241,0,0,0,windows
1328,54,128,45825,1,49241,0,0,0,windows
1329,54,128,44289,1,49241,0,0,0,windows
1330,54,128,43009,1,49241,0,0,0,windows
1331,54,128,41473,1,49241,0,0,0,windows
1332,54,128,40193,1,49241,0,0,0,windows
1333,54,128,38657,1,49241,0,0,0,windows
1334,54,128,37377,1,49241,0,0,0,windows
1335,54,128,35841,1,49241,0,0,0,windows
1336,54,128,34561,1,49241,0,0,0,windows
1337,54,128,33025,1,49241,0,0,0,windows
1338,54,128,31745,1,49241,0,0,0,windows
1339,54,128,30209,1,49241,0,0,0,windows
1340,54,128,28929,1,49241,0,0,0,windows
1341,54,128,27393,1,49241,0,0,0,windows
1342,54,128,26113,1,49241,0,0,0,windows
1343,54,128,24577,1,49241,0,0,0,windows
1344,1038,54,42496,1,49241,0,0,0,windows
1345,54,128,23553,1,49241,0,0,0,windows
1346,523,128,2,1,49215,0,0,0,windows
1347,491,128,65281,1,49208,0,0,0,windows
1348,491,128,2,1,49214,0,0,0,windows
1349,507,128,64769,1,49213,0,0,0,windows
1350,997,249,2816,0,49215,0,0,0,windows
1351,54,128,64513,1,49215,0,0,0,windows
1352,54,128,64001,1,49215,0,0,0,windows
1353,997,55,2816,0,49214,0,0,0,windows
1354,997,56,2816,0,49208,0,0,0,windows
1355,54,128,64513,1,49208,0,0,0,windows
1356,997,55,2816,0,49213,0,0,0,windows
1357,54,128,64513,1,49213,0,0,0,windows
1358,54,128,64001,1,49214,0,0,0,windows
1359,54,128,62721,1,49214,0,0,0,windows
1360,54,128,61185,1,49214,0,0,0,windows
1361,809,55,2816,0,49214,0,0,0,windows
1362,54,128,60417,1,49214,0,0,0,windows
1363,54,128,62721,1,49215,0,0,0,windows
1364,54,128,61185,1,49215,0,0,0,windows
1365,54,128,59905,1,49215,0,0,0,windows
1366,54,128,58369,1,49215,0,0,0,windows
1367,54,128,57089,1,49215,0,0,0,windows
1368,54,128,55553,1,49215,0,0,0,windows
1369,54,128,54273,1,49215,0,0,0,windows
1370,54,128,52737,1,49215,0,0,0,windows
1371,54,128,51457,1,49215,0,0,0,windows
1372,54,128,49921,1,49215,0,0,0,windows
1373,54,128,48641,1,49215,0,0,0,windows
1374,54,128,47105,1,49215,0,0,0,windows
1375,54,128,45825,1,49215,0,0,0,windows
1376,54,128,44289,1,49215,0,0,0,windows
1377,54,128,43009,1,49215,0,0,0,windows
1378,54,128,41473,1,49215,0,0,0,windows
1379,54,128,40193,1,49215,0,0,0,windows
1380,54,128,38657,1,49215,0,0,0,windows
1381,54,128,37377,1,49215,0,0,0,windows
1382,54,128,35841,1,49215,0,0,0,windows
1383,54,128,34561,1,49215,0,0,0,windows
1384,54,128,33025,1,49215,0,0,0,windows
1385,54,128,31745,1,49215,0,0,0,windows
1386,54,128,30209,1,49215,0,0,0,windows
1387,54,128,28929,1,49215,0,0,0,windows
1388,54,128,27393,1,49215,0,0,0,windows
1389,54,128,26113,1,49215,0,0,0,windows
1390,54,128,24577,1,49215,0,0,0,windows
1391,54,128,23041,1,49215,0,0,0,windows
1392,54,128,21761,1,49215,0,0,0,windows
1393,54,128,20225,1,49215,0,0,0,windows
1394,54,128,18945,1,49215,0,0,0,windows
1395,54,128,17409,1,49215,0,0,0,windows
1396,54,128,16129,1,49215,0,0,0,windows
1397,54,128,14593,1,49215,0,0,0,windows
1398,54,128,13313,1,49215,0,0,0,windows
1399,54,128,11777,1,49215,0,0,0,windows
1400,1038,128,64513,1,49211,0,0,0,windows
1401,54,128,64001,1,49208,0,0,0,windows
1402,54,128,62721,1,49208,0,0,0,windows
1403,54,128,64001,1,49213,0,0,0,windows
1404,54,128,62721,1,49213,0,0,0,windows
1405,1070,56,2816,0,49208,0,0,0,windows
1406,824,55,2816,0,49213,0,0,0,windows
1407,1226,249,2816,0,49215,0,0,0,windows
1408,499,55,42496,1,49211,0,0,0,windows
1409,251,249,2816,0,49215,0,0,0,windows
1410,66,128,32,1,49243,1460,8,1,windows
1411,66,128,32,1,49244,1460,8,1,windows
1412,923,128,65281,1,49238,0,0,0,windows
1413,66,56,26790,1,49243,1420,8,1,windows
1414,54,128,770,1,49243,0,0,0,windows
1415,233,128,770,1,49243,0,0,0,windows
1416,186,55,42496,1,49211,0,0,0,windows
1417,66,54,26790,1,49244,1420,8,1,windows
1418,54,128,770,1,49244,0,0,0,windows
1419,54,56,42496,1,49243,0,0,0,windows
1420,1464,56,42496,1,49243,0,0,0,windows
1421,54,128,65025,1,49243,0,0,0,windows
1422,233,128,770,1,49244,0,0,0,windows
1423,393,56,42496,1,49243,0,0,0,windows
1424,939,54,42496,1,49238,0,0,0,windows
1425,54,54,42496,1,49244,0,0,0,windows
1426,180,128,770,1,49243,0,0,0,windows
1427,1464,54,42496,1,49244,0,0,0,windows
1428,54,128,65025,1,49244,0,0,0,windows
1429,393,54,42496,1,49244,0,0,0,windows
1430,105,56,42496,1,49243,0,0,0,windows
1431,180,128,770,1,49244,0,0,0,windows
1432,105,54,42496,1,49244,0,0,0,windows
1433,923,128,770,1,49243,0,0,0,windows
1434,66,128,770,1,49243,0,0,0,windows
1435,66,128,65025,1,49243,0,0,0,windows
1436,54,128,63489,1,49243,0,0,0,windows
1437,54,128,62209,1,49243,0,0,0,windows
1438,54,128,60673,1,49243,0,0,0,windows
1439,54,128,59393,1,49243,0,0,0,windows
1440,54,128,57857,1,49243,0,0,0,windows
1441,54,128,56577,1,49243,0,0,0,windows
1442,54,128,55041,1,49243,0,0,0,windows
1443,692,56,42496,1,49243,0,0,0,windows
1444,54,128,258,1,49243,0,0,0,windows
1445,944,128,64257,1,49204,0,0,0,windows
1446,54,55,41728,1,49204,0,0,0,windows
1447,475,128,64001,1,49215,0,0,0,windows
1448,523,128,64769,1,49213,0,0,0,windows
1449,523,128,64513,1,49208,0,0,0,windows
1450,507,128,2,1,49214,0,0,0,windows
1451,363,249,2816,0,49215,0,0,0,windows
1452,54,128,62465,1,49215,0,0,0,windows
1453,54,128,64513,1,49214,0,0,0,windows
1454,54,128,59905,1,49214,0,0,0,windows
1455,54,128,58369,1,49214,0,0,0,windows
1456,54,128,57601,1,49214,0,0,0,windows
1457,54,128,56065,1,49214,0,0,0,windows
1458,54,128,54529,1,49214,0,0,0,windows
1459,54,128,53249,1,49214,0,0,0,windows
1460,54,128,51713,1,49214,0,0,0,windows
1461,54,128,50433,1,49214,0,0,0,windows
1462,54,128,48897,1,49214,0,0,0,windows
1463,54,128,47617,1,49214,0,0,0,windows
1464,54,128,46081,1,49214,0,0,0,windows
1465,54,128,44801,1,49214,0,0,0,windows
1466,54,128,43265,1,49214,0,0,0,windows
1467,54,128,41985,1,49214,0,0,0,windows
1468,54,128,40961,1,49214,0,0,0,windows
1469,54,128,39681,1,49214,0,0,0,windows
1470,54,128,38145,1,49214,0,0,0,windows
1471,54,128,61185,1,49208,0,0,0,windows
1472,231,55,2816,0,49213,0,0,0,windows
1473,547,55,2816,0,49214,0,0,0,windows
1474,54,128,65025,1,49214,0,0,0,windows
1475,54,128,59905,1,49208,0,0,0,windows
1476,1406,56,2816,0,49208,0,0,0,windows
1477,54,128,49153,1,49208,0,0,0,windows
1478,54,128,47873,1,49208,0,0,0,windows
1479,54,128,46337,1,49208,0,0,0,windows
1480,54,128,45057,1,49208,0,0,0,windows
1481,54,128,43521,1,49208,0,0,0,windows
1482,54,128,42241,1,49208,0,0,0,windows
1483,54,128,40705,1,49208,0,0,0,windows
1484,66,128,2,1,49208,0,0,0,windows
1485,54,128,57862,1,49208,0,0,0,windows
1486,54,128,56326,1,49208,0,0,0,windows
1487,54,128,55046,1,49208,0,0,0,windows
1488,54,128,53510,1,49208,0,0,0,windows
1489,54,128,52230,1,49208,0,0,0,windows
1490,54,128,50694,1,49208,0,0,0,windows
1491,54,128,49414,1,49208,0,0,0,windows
1492,54,128,47878,1,49208,0,0,0,windows
1493,54,128,46598,1,49208,0,0,0,windows
1494,54,128,45062,1,49208,0,0,0,windows
1495,54,128,43782,1,49208,0,0,0,windows
1496,54,128,42246,1,49208,0,0,0,windows
1497,54,128,40966,1,49208,0,0,0,windows
1498,54,128,39430,1,49208,0,0,0,windows
1499,54,128,38150,1,49208,0,0,0,windows
1500,54,128,36614,1,49208,0,0,0,windows
1501,54,128,35334,1,49208,0,0,0,windows
1502,112,56,2816,0,49208,0,0,0,windows
1503,54,128,33798,1,49208,0,0,0,windows
1504,54,128,32518,1,49208,0,0,0,windows
1505,54,128,30982,1,49208,0,0,0,windows
1506,54,128,29702,1,49208,0,0,0,windows
1507,54,128,28166,1,49208,0,0,0,windows
1508,54,128,26886,1,49208,0,0,0,windows
1509,54,128,25350,1,49208,0,0,0,windows
1510,54,128,24070,1,49208,0,0,0,windows
1511,54,128,22534,1,49208,0,0,0,windows
1512,54,128,21254,1,49208,0,0,0,windows
1513,54,128,19718,1,49208,0,0,0,windows
1514,54,128,18438,1,49208,0,0,0,windows
1515,1239,56,2816,0,49208,0,0,0,windows
1516,54,128,8710,1,49208,0,0,0,windows
1517,475,128,8710,1,49208,0,0,0,windows
1518,523,128,65025,1,49214,0,0,0,windows
1519,507,128,2,1,49215,0,0,0,windows
1520,507,128,2,1,49216,0,0,0,windows
1521,523,128,2,1,49207,0,0,0,windows
1522,422,128,47878,1,49218,0,0,0,windows
1523,425,128,2,1,49241,0,0,0,windows
1524,66,128,2,1,49216,0,0,0,windows
1525,997,250,2816,0,49216,0,0,0,windows
1526,54,128,64513,1,49216,0,0,0,windows
1527,54,128,57601,1,49215,0,0,0,windows
1528,54,128,56065,1,49215,0,0,0,windows
1529,54,128,54529,1,49215,0,0,0,windows
1530,54,128,53249,1,49215,0,0,0,windows
1531,54,128,51713,1,49215,0,0,0,windows
1532,54,128,50433,1,49215,0,0,0,windows
1533,54,128,48897,1,49215,0,0,0,windows
1534,54,128,47617,1,49215,0,0,0,windows
1535,54,128,46081,1,49215,0,0,0,windows
1536,827,249,2816,0,49215,0,0,0,windows
1537,54,128,45313,1,49215,0,0,0,windows
1538,213,55,2816,0,49214,0,0,0,windows
1539,997,249,2816,0,49207,0,0,0,windows
1540,54,128,64513,1,49207,0,0,0,windows
1541,54,128,7174,1,49208,0,0,0,windows
1542,54,128,5894,1,49208,0,0,0,windows
1543,54,128,4358,1,49208,0,0,0,windows
1544,54,128,3078,1,49208,0,0,0,windows
1545,54,128,1542,1,49208,0,0,0,windows
1546,54,128,262,1,49208,0,0,0,windows
1547,54,128,64261,1,49208,0,0,0,windows
1548,54,128,60165,1,49208,0,0,0,windows
1549,54,128,58629,1,49208,0,0,0,windows
1550,54,128,57861,1,49208,0,0,0,windows
1551,54,128,56325,1,49208,0,0,0,windows
1552,54,128,55045,1,49208,0,0,0,windows
1553,54,128,55813,1,49208,0,0,0,windows
1554,54,128,52997,1,49208,0,0,0,windows
1555,54,128,51461,1,49208,0,0,0,windows
1556,54,128,48645,1,49208,0,0,0,windows
1557,54,128,47365,1,49208,0,0,0,windows
1558,54,128,46341,1,49208,0,0,0,windows
1559,54,128,44805,1,49208,0,0,0,windows
1560,54,128,43525,1,49208,0,0,0,windows
1561,54,128,45829,1,49208,0,0,0,windows
1562,54,128,44549,1,49208,0,0,0,windows
1563,54,128,43013,1,49208,0,0,0,windows
1564,54,128,41733,1,49208,0,0,0,windows
1565,54,128,40197,1,49208,0,0,0,windows
1566,54,128,38917,1,49208,0,0,0,windows
1567,54,128,37381,1,49208,0,0,0,windows
1568,54,128,36101,1,49208,0,0,0,windows
1569,54,128,35077,1,49208,0,0,0,windows
1570,54,128,33541,1,49208,0,0,0,windows
1571,54,128,32261,1,49208,0,0,0,windows
1572,54,128,30725,1,49208,0,0,0,windows
1573,54,128,29445,1,49208,0,0,0,windows
1574,54,128,27909,1,49208,0,0,0,windows
1575,54,128,26629,1,49208,0,0,0,windows
1576,54,128,27397,1,49208,0,0,0,windows
1577,54,128,26117,1,49208,0,0,0,windows
1578,54,128,24581,1,49208,0,0,0,windows
1579,54,128,23813,1,49208,0,0,0,windows
1580,54,128,22277,1,49208,0,0,0,windows
1581,54,128,20997,1,49208,0,0,0,windows
1582,54,128,19461,1,49208,0,0,0,windows
1583,54,128,18181,1,49208,0,0,0,windows
1584,54,128,16645,1,49208,0,0,0,windows
1585,54,128,15365,1,49208,0,0,0,windows
1586,54,128,16133,1,49208,0,0,0,windows
1587,54,128,14853,1,49208,0,0,0,windows
1588,54,128,13829,1,49208,0,0,0,windows
1589,875,56,2816,0,49208,0,0,0,windows
1590,54,128,13061,1,49208,0,0,0,windows
1591,66,128,2,1,49213,0,0,0,windows
1592,54,128,61185,1,49213,0,0,0,windows
1593,54,128,59905,1,49213,0,0,0,windows
1594,54,128,58369,1,49213,0,0,0,windows
1595,664,55,2816,0,49213,0,0,0,windows
1596,54,128,56321,1,49213,0,0,0,windows
1597,1335,54,42496,1,49218,0,0,0,windows
1598,1201,54,42496,1,49218,0,0,0,windows
1599,54,128,7432,1,49218,0,0,0,windows
1600,1419,54,42496,1,49241,0,0,0,windows
1601,1201,54,42496,1,49241,0,0,0,windows
1602,54,128,61441,1,49241,0,0,0,windows
1603,66,128,2,1,49215,0,0,0,windows
1604,66,128,65281,1,49214,0,0,0,windows
1605,955,128,64513,1,49210,0,0,0,windows
1606,66,128,13061,1,49208,0,0,0,windows
1607,1275,249,2816,0,49207,0,0,0,windows
1608,54,128,64001,1,49216,0,0,0,windows
1609,54,128,60161,1,49241,0,0,0,windows
1610,54,128,62721,1,49216,0,0,0,windows
1611,54,128,61185,1,49216,0,0,0,windows
1612,54,128,59905,1,49216,0,0,0,windows
1613,54,128,58369,1,49216,0,0,0,windows
1614,612,250,2816,0,49216,0,0,0,windows
1615,54,128,65025,1,49216,0,0,0,windows
1616,54,128,5896,1,49218,0,0,0,windows
1617,54,128,4616,1,49218,0,0,0,windows
1618,54,128,58625,1,49241,0,0,0,windows
1619,54,128,57345,1,49241,0,0,0,windows
1620,54,128,55809,1,49241,0,0,0,windows
1621,54,128,54529,1,49241,0,0,0,windows
1622,54,128,52993,1,49241,0,0,0,windows
1623,54,128,51713,1,49241,0,0,0,windows
1624,54,128,50177,1,49241,0,0,0,windows
1625,321,54,42496,1,49241,0,0,0,windows
1626,54,128,3080,1,49218,0,0,0,windows
1627,54,128,1800,1,49218,0,0,0,windows
1628,54,128,264,1,49218,0,0,0,windows
1629,54,128,64519,1,49218,0,0,0,windows
1630,54,128,62983,1,49218,0,0,0,windows
1631,54,128,61703,1,49218,0,0,0,windows
1632,54,128,60167,1,49218,0,0,0,windows
1633,54,128,58887,1,49218,0,0,0,windows
1634,54,128,57351,1,49218,0,0,0,windows
1635,54,128,56071,1,49218,0,0,0,windows
1636,54,128,54535,1,49218,0,0,0,windows
1637,1328,54,42496,1,49218,0,0,0,windows
1638,54,128,53255,1,49218,0,0,0,windows
1639,405,128,2,1,49242,0,0,0,windows
1640,405,128,64257,1,49219,0,0,0,windows
1641,1437,56,42496,1,49242,0,0,0,windows
1642,54,128,64257,1,49242,0,0,0,windows
1643,464,55,42496,1,49206,0,0,0,windows
1644,54,128,53252,1,49206,0,0,0,windows
1645,1039,55,42496,1,49206,0,0,0,windows
1646,54,128,7685,1,49206,0,0,0,windows
1647,54,128,6405,1,49206,0,0,0,windows
1648,245,55,42496,1,49206,0,0,0,windows
1649,54,128,6149,1,49206,0,0,0,windows
1650,212,55,42496,1,49219,0,0,0,windows
1651,54,128,65281,1,49219,0,0,0,windows
1652,1291,55,42496,1,49219,0,0,0,windows
1653,54,128,64001,1,49219,0,0,0,windows
1654,1403,55,42496,1,49219,0,0,0,windows
1655,54,128,4869,1,49206,0,0,0,windows
1656,54,128,3333,1,49206,0,0,0,windows
1657,54,128,2053,1,49206,0,0,0,windows
1658,54,128,517,1,49206,0,0,0,windows
1659,54,128,64772,1,49206,0,0,0,windows
1660,54,128,63236,1,49206,0,0,0,windows
1661,54,128,61956,1,49206,0,0,0,windows
1662,54,128,60420,1,49206,0,0,0,windows
1663,54,128,59140,1,49206,0,0,0,windows
1664,54,128,57604,1,49206,0,0,0,windows
1665,54,128,56324,1,49206,0,0,0,windows
1666,54,128,54788,1,49206,0,0,0,windows
1667,54,128,51972,1,49206,0,0,0,windows
1668,54,128,50436,1,49206,0,0,0,windows
1669,54,128,49156,1,49206,0,0,0,windows
1670,54,128,47620,1,49206,0,0,0,windows
1671,54,128,46340,1,49206,0,0,0,windows
1672,54,128,44804,1,49206,0,0,0,windows
1673,54,128,43524,1,49206,0,0,0,windows
1674,54,128,41988,1,49206,0,0,0,windows
1675,54,128,40708,1,49206,0,0,0,windows
1676,54,128,39172,1,49206,0,0,0,windows
1677,54,128,37892,1,49206,0,0,0,windows
1678,54,128,36356,1,49206,0,0,0,windows
1679,54,128,35076,1,49206,0,0,0,windows
1680,54,128,33540,1,49206,0,0,0,windows
1681,54,128,32260,1,49206,0,0,0,windows
1682,54,128,30724,1,49206,0,0,0,windows
1683,54,128,29444,1,49206,0,0,0,windows
1684,54,128,27908,1,49206,0,0,0,windows
1685,54,128,26628,1,49206,0,0,0,windows
1686,54,128,25092,1,49206,0,0,0,windows
1687,54,128,23812,1,49206,0,0,0,windows
1688,54,128,22276,1,49206,0,0,0,windows
1689,54,128,20996,1,49206,0,0,0,windows
1690,54,128,19460,1,49206,0,0,0,windows
1691,54,128,18180,1,49206,0,0,0,windows
1692,54,128,16644,1,49206,0,0,0,windows
1693,54,128,15364,1,49206,0,0,0,windows
1694,54,128,13828,1,49206,0,0,0,windows
1695,54,128,12548,1,49206,0,0,0,windows
1696,54,128,11012,1,49206,0,0,0,windows
1697,54,128,9732,1,49206,0,0,0,windows
1698,54,128,8196,1,49206,0,0,0,windows
1699,54,128,6916,1,49206,0,0,0,windows
1700,54,128,5380,1,49206,0,0,0,windows
1701,54,128,4100,1,49206,0,0,0,windows
1702,54,128,2564,1,49206,0,0,0,windows
1703,54,128,1284,1,49206,0,0,0,windows
1704,54,128,65283,1,49206,0,0,0,windows
1705,54,128,64003,1,49206,0,0,0,windows
1706,54,128,62467,1,49206,0,0,0,windows
1707,54,128,61187,1,49206,0,0,0,windows
1708,54,128,59651,1,49206,0,0,0,windows
1709,54,128,58371,1,49206,0,0,0,windows
1710,54,128,56835,1,49206,0,0,0,windows
1711,54,128,55555,1,49206,0,0,0,windows
1712,54,128,54019,1,49206,0,0,0,windows
1713,54,128,52739,1,49206,0,0,0,windows
1714,1063,55,42496,1,49219,0,0,0,windows
1715,54,128,64513,1,49219,0,0,0,windows
1716,54,128,51203,1,49206,0,0,0,windows
1717,54,128,49923,1,49206,0,0,0,windows
1718,54,128,48387,1,49206,0,0,0,windows
1719,54,128,47107,1,49206,0,0,0,windows
1720,54,128,45571,1,49206,0,0,0,windows
1721,54,128,44291,1,49206,0,0,0,windows
1722,54,128,42755,1,49206,0,0,0,windows
1723,54,128,41475,1,49206,0,0,0,windows
1724,857,55,42496,1,49206,0,0,0,windows
1725,54,128,40451,1,49206,0,0,0,windows
1726,1451,128,64257,1,49238,0,0,0,windows
1727,1464,128,64257,1,49204,0,0,0,windows
1728,818,128,64257,1,49204,0,0,0,windows
1729,523,55,42496,1,49204,0,0,0,windows
1730,923,128,64257,1,49237,0,0,0,windows
1731,939,54,42496,1,49237,0,0,0,windows
1732,763,128,64257,1,49238,0,0,0,windows
1733,1451,128,2,1,49237,0,0,0,windows
