Initial packet size,Initial TTL,Window size,DF flag,Max Segment Size,Window Scalling Value,sackOK,Target,Target_num
54,60,47164,1,0,0,0,windows,1
54,60,65535,0,0,0,0,windows,1
54,61,24483,1,0,0,0,windows,2
54,61,24483,1,0,0,0,windows,2
54,61,65535,0,0,0,0,windows,1
54,64,0,1,0,0,0,android,1
54,64,16260,1,0,0,0,android,1
54,64,18935,1,0,0,0,android,1
54,64,20220,1,0,0,0,android,1
54,64,32941,1,0,0,0,android,1
54,64,41202,1,0,0,0,android,1
54,64,49394,1,0,0,0,android,1
54,64,54526,1,0,0,0,android,2
54,64,54526,1,0,0,0,android,2
54,64,55551,1,0,0,0,android,1
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,64,65535,1,0,0,0,android,57
54,111,65535,0,0,0,0,windows,4
54,111,65535,0,0,0,0,windows,4
54,111,65535,0,0,0,0,windows,4
54,111,65535,0,0,0,0,windows,4
54,112,0,1,0,0,0,windows,1
54,113,0,1,0,0,0,windows,3
54,113,0,1,0,0,0,windows,3
54,113,0,1,0,0,0,windows,3
54,118,520,1,0,0,0,windows,1
54,118,776,1,0,0,0,windows,1
54,118,1032,1,0,0,0,windows,1
54,119,264,1,0,0,0,windows,1
54,119,776,1,0,0,0,windows,3
54,119,776,1,0,0,0,windows,3
54,119,776,1,0,0,0,windows,3
54,119,1032,1,0,0,0,windows,3
54,119,1032,1,0,0,0,windows,3
54,119,1032,1,0,0,0,windows,3
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,123,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,124,65535,0,0,0,0,windows,10
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,0,1,0,0,0,windows,21
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,2,1,0,0,0,windows,37
54,128,6,1,0,0,0,windows,1
54,128,253,1,0,0,0,windows,1
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,258,1,0,0,0,windows,21
54,128,262,1,0,0,0,windows,1
54,128,264,1,0,0,0,windows,1
54,128,266,1,0,0,0,windows,1
54,128,502,1,0,0,0,windows,1
54,128,505,1,0,0,0,windows,1
54,128,513,1,0,0,0,windows,1
54,128,517,1,0,0,0,windows,1
54,128,763,1,0,0,0,windows,1
54,128,764,1,0,0,0,windows,1
54,128,766,1,0,0,0,windows,1
54,128,770,1,0,0,0,windows,3
54,128,770,1,0,0,0,windows,3
54,128,770,1,0,0,0,windows,3
54,128,775,1,0,0,0,windows,1
54,128,1020,1,0,0,0,windows,1
54,128,1035,1,0,0,0,windows,1
54,128,1280,1,0,0,0,windows,1
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1282,1,0,0,0,windows,8
54,128,1284,1,0,0,0,windows,1
54,128,1542,1,0,0,0,windows,2
54,128,1542,1,0,0,0,windows,2
54,128,1544,1,0,0,0,windows,1
54,128,1546,1,0,0,0,windows,1
54,128,1785,1,0,0,0,windows,2
54,128,1785,1,0,0,0,windows,2
54,128,1800,1,0,0,0,windows,1
54,128,1804,1,0,0,0,windows,1
54,128,2039,1,0,0,0,windows,1
54,128,2049,1,0,0,0,windows,1
54,128,2053,1,0,0,0,windows,1
54,128,2299,1,0,0,0,windows,1
54,128,2311,1,0,0,0,windows,1
54,128,2313,1,0,0,0,windows,1
54,128,2315,1,0,0,0,windows,1
54,128,2564,1,0,0,0,windows,1
54,128,2808,1,0,0,0,windows,1
54,128,2809,1,0,0,0,windows,4
54,128,2809,1,0,0,0,windows,4
54,128,2809,1,0,0,0,windows,4
54,128,2809,1,0,0,0,windows,4
54,128,2816,1,0,0,0,windows,1
54,128,2822,1,0,0,0,windows,1
54,128,2824,1,0,0,0,windows,1
54,128,3066,1,0,0,0,windows,1
54,128,3078,1,0,0,0,windows,1
54,128,3080,1,0,0,0,windows,1
54,128,3082,1,0,0,0,windows,1
54,128,3084,1,0,0,0,windows,1
54,128,3322,1,0,0,0,windows,1
54,128,3329,1,0,0,0,windows,1
54,128,3333,1,0,0,0,windows,1
54,128,3577,1,0,0,0,windows,1
54,128,3591,1,0,0,0,windows,1
54,128,3593,1,0,0,0,windows,1
54,128,3832,1,0,0,0,windows,1
54,128,3851,1,0,0,0,windows,1
54,128,4094,1,0,0,0,windows,1
54,128,4096,1,0,0,0,windows,1
54,128,4100,1,0,0,0,windows,1
54,128,4358,1,0,0,0,windows,2
54,128,4358,1,0,0,0,windows,2
54,128,4360,1,0,0,0,windows,1
54,128,4362,1,0,0,0,windows,1
54,128,4604,1,0,0,0,windows,1
54,128,4616,1,0,0,0,windows,1
54,128,4856,1,0,0,0,windows,1
54,128,4865,1,0,0,0,windows,1
54,128,4869,1,0,0,0,windows,1
54,128,5127,1,0,0,0,windows,1
54,128,5129,1,0,0,0,windows,1
54,128,5131,1,0,0,0,windows,1
54,128,5380,1,0,0,0,windows,1
54,128,5625,1,0,0,0,windows,1
54,128,5632,1,0,0,0,windows,1
54,128,5638,1,0,0,0,windows,1
54,128,5640,1,0,0,0,windows,1
54,128,5879,1,0,0,0,windows,1
54,128,5894,1,0,0,0,windows,1
54,128,5896,1,0,0,0,windows,1
54,128,5898,1,0,0,0,windows,1
54,128,6136,1,0,0,0,windows,1
54,128,6145,1,0,0,0,windows,1
54,128,6149,1,0,0,0,windows,1
54,128,6392,1,0,0,0,windows,1
54,128,6395,1,0,0,0,windows,1
54,128,6405,1,0,0,0,windows,1
54,128,6407,1,0,0,0,windows,1
54,128,6409,1,0,0,0,windows,1
54,128,6667,1,0,0,0,windows,1
54,128,6904,1,0,0,0,windows,2
54,128,6904,1,0,0,0,windows,2
54,128,6912,1,0,0,0,windows,1
54,128,6916,1,0,0,0,windows,1
54,128,7162,1,0,0,0,windows,1
54,128,7174,1,0,0,0,windows,2
54,128,7174,1,0,0,0,windows,2
54,128,7176,1,0,0,0,windows,1
54,128,7178,1,0,0,0,windows,1
54,128,7432,1,0,0,0,windows,1
54,128,7436,1,0,0,0,windows,1
54,128,7681,1,0,0,0,windows,1
54,128,7685,1,0,0,0,windows,1
54,128,7943,1,0,0,0,windows,1
54,128,7945,1,0,0,0,windows,1
54,128,7947,1,0,0,0,windows,1
54,128,8196,1,0,0,0,windows,1
54,128,8438,1,0,0,0,windows,1
54,128,8448,1,0,0,0,windows,1
54,128,8454,1,0,0,0,windows,1
54,128,8456,1,0,0,0,windows,1
54,128,8696,1,0,0,0,windows,1
54,128,8699,1,0,0,0,windows,3
54,128,8699,1,0,0,0,windows,3
54,128,8699,1,0,0,0,windows,3
54,128,8710,1,0,0,0,windows,1
54,128,8714,1,0,0,0,windows,1
54,128,8961,1,0,0,0,windows,1
54,128,9223,1,0,0,0,windows,1
54,128,9225,1,0,0,0,windows,1
54,128,9483,1,0,0,0,windows,1
54,128,9728,1,0,0,0,windows,1
54,128,9732,1,0,0,0,windows,1
54,128,9976,1,0,0,0,windows,1
54,128,9990,1,0,0,0,windows,1
54,128,9992,1,0,0,0,windows,1
54,128,9994,1,0,0,0,windows,1
54,128,10486,1,0,0,0,windows,1
54,128,10495,1,0,0,0,windows,4
54,128,10495,1,0,0,0,windows,4
54,128,10495,1,0,0,0,windows,4
54,128,10495,1,0,0,0,windows,4
54,128,10497,1,0,0,0,windows,2
54,128,10497,1,0,0,0,windows,2
54,128,10746,1,0,0,0,windows,1
54,128,10759,1,0,0,0,windows,1
54,128,10761,1,0,0,0,windows,1
54,128,10763,1,0,0,0,windows,1
54,128,11012,1,0,0,0,windows,1
54,128,11254,1,0,0,0,windows,1
54,128,11256,1,0,0,0,windows,1
54,128,11264,1,0,0,0,windows,1
54,128,11270,1,0,0,0,windows,1
54,128,11272,1,0,0,0,windows,1
54,128,11510,1,0,0,0,windows,1
54,128,11530,1,0,0,0,windows,1
54,128,11532,1,0,0,0,windows,1
54,128,11769,1,0,0,0,windows,1
54,128,11777,1,0,0,0,windows,3
54,128,11777,1,0,0,0,windows,3
54,128,11777,1,0,0,0,windows,3
54,128,12024,1,0,0,0,windows,2
54,128,12024,1,0,0,0,windows,2
54,128,12039,1,0,0,0,windows,1
54,128,12041,1,0,0,0,windows,1
54,128,12278,1,0,0,0,windows,2
54,128,12278,1,0,0,0,windows,2
54,128,12299,1,0,0,0,windows,1
54,128,12544,1,0,0,0,windows,1
54,128,12548,1,0,0,0,windows,1
54,128,12792,1,0,0,0,windows,1
54,128,12806,1,0,0,0,windows,1
54,128,12808,1,0,0,0,windows,1
54,128,12810,1,0,0,0,windows,1
54,128,13061,1,0,0,0,windows,1
54,128,13313,1,0,0,0,windows,3
54,128,13313,1,0,0,0,windows,3
54,128,13313,1,0,0,0,windows,3
54,128,13559,1,0,0,0,windows,1
54,128,13575,1,0,0,0,windows,1
54,128,13577,1,0,0,0,windows,1
54,128,13579,1,0,0,0,windows,1
54,128,13819,1,0,0,0,windows,1
54,128,13828,1,0,0,0,windows,1
54,128,13829,1,0,0,0,windows,1
54,128,14080,1,0,0,0,windows,1
54,128,14086,1,0,0,0,windows,1
54,128,14088,1,0,0,0,windows,1
54,128,14346,1,0,0,0,windows,1
54,128,14586,1,0,0,0,windows,1
54,128,14593,1,0,0,0,windows,3
54,128,14593,1,0,0,0,windows,3
54,128,14593,1,0,0,0,windows,3
54,128,14843,1,0,0,0,windows,1
54,128,14851,1,0,0,0,windows,1
54,128,14853,1,0,0,0,windows,1
54,128,14855,1,0,0,0,windows,1
54,128,14857,1,0,0,0,windows,1
54,128,15115,1,0,0,0,windows,1
54,128,15360,1,0,0,0,windows,1
54,128,15364,1,0,0,0,windows,1
54,128,15365,1,0,0,0,windows,1
54,128,15610,1,0,0,0,windows,1
54,128,15622,1,0,0,0,windows,1
54,128,15624,1,0,0,0,windows,1
54,128,15626,1,0,0,0,windows,1
54,128,15863,1,0,0,0,windows,1
54,128,15884,1,0,0,0,windows,1
54,128,16117,1,0,0,0,windows,1
54,128,16129,1,0,0,0,windows,3
54,128,16129,1,0,0,0,windows,3
54,128,16129,1,0,0,0,windows,3
54,128,16133,1,0,0,0,windows,1
54,128,16374,1,0,0,0,windows,1
54,128,16379,1,0,0,0,windows,1
54,128,16387,1,0,0,0,windows,1
